text,label
Wrong internet service delivered to my address,Technical Issue
Customer service did not resolve my issue regarding subscription,Technical Issue
I was charged extra for my laptop,Delivery
Customer service did not resolve my issue regarding subscription,Account
The mobile phone I ordered was delivered late,Account
Payment failed but amount deducted for internet service,Account
Wrong internet service delivered to my address,Billing
The subscription I ordered was delivered late,Billing
Facing technical issues with the internet service,Delivery
Customer service did not resolve my issue regarding credit card,Technical Issue
Refund not processed for returned internet service,Technical Issue
Facing technical issues with the headphones,Delivery
Billing problem occurred while purchasing mobile phone,Account
My subscription stopped working within a week,Account
The laptop I ordered was delivered late,Delivery
Customer service did not resolve my issue regarding subscription,Technical Issue
Received a damaged mobile phone,Billing
Received a damaged laptop,Delivery
Billing problem occurred while purchasing credit card,Billing
Facing technical issues with the laptop,Account
Payment failed but amount deducted for internet service,Billing
Received a damaged subscription,Delivery
Refund not processed for returned subscription,Technical Issue
Billing problem occurred while purchasing internet service,Account
Wrong mobile phone delivered to my address,Delivery
I was charged extra for my credit card,Technical Issue
Billing problem occurred while purchasing laptop,Billing
Wrong subscription delivered to my address,Technical Issue
I was charged extra for my subscription,Billing
Wrong subscription delivered to my address,Billing
I was charged extra for my mobile phone,Delivery
Refund not processed for returned mobile phone,Account
Refund not processed for returned credit card,Account
Facing technical issues with the internet service,Technical Issue
Payment failed but amount deducted for headphones,Delivery
Payment failed but amount deducted for headphones,Technical Issue
I was charged extra for my credit card,Billing
Billing problem occurred while purchasing internet service,Technical Issue
Payment failed but amount deducted for internet service,Delivery
The credit card I ordered was delivered late,Delivery
Facing technical issues with the laptop,Technical Issue
Wrong subscription delivered to my address,Technical Issue
Customer service did not resolve my issue regarding headphones,Delivery
Wrong laptop delivered to my address,Technical Issue
The headphones I ordered was delivered late,Account
The subscription I ordered was delivered late,Account
Payment failed but amount deducted for credit card,Technical Issue
My headphones stopped working within a week,Account
Customer service did not resolve my issue regarding laptop,Account
Billing problem occurred while purchasing mobile phone,Billing
Customer service did not resolve my issue regarding internet service,Delivery
Facing technical issues with the credit card,Delivery
Customer service did not resolve my issue regarding subscription,Account
Billing problem occurred while purchasing internet service,Billing
Received a damaged laptop,Billing
Received a damaged headphones,Billing
Refund not processed for returned subscription,Technical Issue
Wrong subscription delivered to my address,Billing
Wrong laptop delivered to my address,Technical Issue
Wrong laptop delivered to my address,Technical Issue
Received a damaged credit card,Account
Wrong laptop delivered to my address,Delivery
Billing problem occurred while purchasing internet service,Account
